record_id,row_index,smiles,prop,repeat_unit_id
dr_86a83ab0608eb7464da8,51,*Oc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,eea,ru_ee963c26553a5c366b6c
dr_932a63b3a16b7dda23c2,52,*C(=S)Oc1ccc(-c2ccc(*)s2)s1,eea,ru_cea9d1276d3b31ba2cb3
dr_9ea6910d610f7e3963c8,53,*Oc1ccc(C(=S)c2ccc(*)s2)s1,eea,ru_327cf48f0af27bf3e644
dr_e80cbdeffd66c6bd08d9,54,*C(=S)OC(=S)c1ccc(*)s1,eea,ru_caae6400dfa242fb6da4
dr_bf400cce9dd9e7b25bde,55,*Oc1ccc(Oc2ccc(*)s2)s1,eea,ru_07996b38b2f36a0dbba0
dr_27661bcad396887c587b,56,*OC(=S)Oc1ccc(*)s1,eea,ru_0fa17938ff849a6f8279
dr_a5aeb8dc70c5c9810885,57,*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)s2)cc1,eea,ru_635afec9f87e09bd6d5e
dr_7bf2473b5b1fea7d645f,58,*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)s1,eea,ru_541d09b9e52e2b0dfda8
dr_0504ee9d824befc0cfde,59,*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)s2)cc1,eea,ru_875fd82e0b448b9c02be
dr_228ccf255cb6ac907094,60,*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,eea,ru_0aba3e7e8c7f79f911ae
dr_7956c74bd8136c3e83a6,61,*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,eea,ru_f34669a00730918a74a7
dr_581b643727815f952ad7,62,*c1ccc(-c2ccc(C(=S)c3ccc(*)s3)s2)cc1,eea,ru_dd2745494241d2bb69c5
dr_e91769f3e42b6e62e6de,63,*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,eea,ru_dd91baaedac4594b22e4
dr_7be570e7f43de9081ce3,64,*C(=S)Oc1ccc(-c2ccc(*)cc2)s1,eea,ru_025a72b7ba65b83773e6
dr_a9edfcaf5a53064dd75b,65,*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,eea,ru_5d891d4d9b54a7a44be5
dr_dc2f59857315a2ee34f3,66,*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)cc2)cc1,eea,ru_a2caea6e0f00ecfb37f0
dr_099a3b18a5e210d6afa0,67,*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,eea,ru_6b6506785c917091b85f
dr_4f268f53bc2dba9f351f,68,*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,eea,ru_f87283ae5b5c93340c81
dr_d3837e01c5c39c4fe07d,69,*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,eea,ru_c517b66a421213926001
dr_a44ce314d602582b3379,70,*C(=S)c1ccc(C(=S)c2ccc(*)cc2)s1,eea,ru_69a4e36078950c075c3c
dr_839147307231133e2328,71,*Oc1ccc(C(=S)c2ccc(*)cc2)s1,eea,ru_cda4029c66795de6a260
dr_fa31b8f1f7d2dc4cf261,72,*C(=S)c1ccc(C(=S)c2ccc(*)cc2)cc1,eea,ru_ad53885714dc2c49ea37
dr_467fcc3c4691967afe18,73,*Oc1ccc(C(=S)c2ccc(*)cc2)cc1,eea,ru_dc168399250031cbe90a
dr_88017c69028887e4075b,74,*C(=S)OC(=S)c1ccc(*)cc1,eea,ru_1ad28801e91ac14a9d02
dr_a47e25d317e08d255dfc,75,*Oc1ccc(Oc2ccc(*)cc2)s1,eea,ru_731a6a39f894282323c5
dr_5296125379f062161cab,76,*c1ccc(OC(=S)c2ccc(*)s2)cc1,eea,ru_b6aee7a1f4c4972d80af
dr_3f49ecc3654db3eac40f,77,*OC(=S)Oc1ccc(*)cc1,eea,ru_bb1a05c5ea99be69c87b
dr_f28d9f5c0e460c0b440f,78,*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,eea,ru_d5b0ed9461bee2654a86
dr_29f74c0dc7a4450be00d,79,*Cc1ccc(-c2ccc(C(*)=S)s2)s1,eea,ru_78d2489766447597cb6e
dr_9d54d10bbb220c41a71f,80,*Cc1ccc(-c2ccc(O*)s2)s1,eea,ru_d79780dee6030f14a658
dr_6907374d1b7cdc4baf17,81,*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,eea,ru_27ac207b75c3f98be17e
dr_c6f898e209b39a0e2fcb,82,*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,eea,ru_c9e0c44e016c915030b8
dr_84dd67cc119ea974517f,83,*Cc1ccc(-c2ccc(O*)cc2)s1,eea,ru_3d3ee9b59c510634ca74
dr_48f5110073c33ecfbfd6,84,*Cc1ccc(Cc2ccc(*)s2)s1,eea,ru_9aeb42b42198f77114ad
dr_8612fbbe4fffbad52435,85,*Cc1ccc(CC(*)=S)s1,eea,ru_3f3bb38db2acf46e437f
dr_768c8c79e06af8228732,86,*Cc1ccc(C(=O)c2ccc(*)s2)s1,eea,ru_1bf2be344d45beec77a4
dr_228f5c852076309ae0c9,87,*Cc1ccc(C(=O)C(*)=S)s1,eea,ru_6d0b7d3326e63b849bab
dr_b1ce5acfd58fe5c1efd6,88,*Cc1ccc(C(=O)O*)s1,eea,ru_309f0fdf4c669a4ee33e
dr_0f7adef3f57a0dbd5bd9,89,*Cc1ccc(C(=S)c2ccc(*)s2)s1,eea,ru_cc789c9425432be9b9b9
dr_5b9ce5c5c34f01d12d59,90,*Cc1ccc(C(=S)O*)s1,eea,ru_6a670235dde8b116989d
dr_db6300828adf6abd701a,91,*Cc1ccc(Nc2ccc(*)s2)s1,eea,ru_d23092d499acdf3fd9d6
dr_ffa45b508353c4f61f89,92,*Cc1ccc(NC(*)=S)s1,eea,ru_65b0f723f00ee0cee1fd
dr_bafc3e1ae4cf28ad115e,93,*Cc1ccc(NO*)s1,eea,ru_77611d2783f8640cf3ac
dr_1c4716604276a27481e8,94,*Cc1ccc(Oc2ccc(*)s2)s1,eea,ru_81dca880065e13ad12a3
dr_3eb74fad561b002ebbe0,95,*Cc1ccc(OC(*)=S)s1,eea,ru_fd5654174f2a96d1ce1f
dr_fd9a25225544ff1481d5,96,*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,eea,ru_3b9145a5cb00e17a7401
dr_e5d59931faacb78fd59e,97,*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,eea,ru_2694ff6722014fd54db1
dr_5b8922e58e3c31c57cbc,98,*Cc1ccc(-c2ccc(C(*)=S)s2)cc1,eea,ru_34b0ea522b3ecc31665a
dr_0af3bd66ddb62a075736,99,*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,eea,ru_553e2c108ed793a6e382
dr_e027e69d396c8a0c453f,100,*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,eea,ru_b6cafff89dcc7e1e846e
dr_65d451a059cf8a6bdd42,101,*Cc1ccc(-c2ccc(C(*)=S)cc2)cc1,eea,ru_213a42eafbb01529d5b7
dr_6919ead9b7075d8fe385,102,*Cc1ccc(Cc2ccc(*)s2)cc1,eea,ru_546e5068636a26c4ec20
dr_e2cf6235e4437be650ea,103,*Cc1ccc(Cc2ccc(*)cc2)cc1,eea,ru_d282f7e90adb2a153444
dr_fc4b56c350828fbe0dab,104,*Cc1ccc(CC(*)=S)cc1,eea,ru_667d96be2c92c5ce6c4e
dr_aa93534cc294bf23db8e,105,*Cc1ccc(C(=O)c2ccc(*)s2)cc1,eea,ru_ce09e56047111c627e04
dr_b66caad939abd13fcad6,106,*Cc1ccc(C(=O)c2ccc(*)cc2)cc1,eea,ru_f98ffbce5f20d1b53bb6
dr_67ee157e70829bf21109,107,*Cc1ccc(C(=O)C(*)=S)cc1,eea,ru_a92f25ea29b5f15fee70
dr_ac04963e4c3663a0963b,108,*Cc1ccc(C(=S)c2ccc(*)s2)cc1,eea,ru_50dcc36166867d2d8ce0
dr_86b7b096e341b0092e40,109,*Cc1ccc(C(=S)c2ccc(*)cc2)cc1,eea,ru_f22bdd99c4d1c0effd85
dr_df5e45cc72f21b85b983,110,*Cc1ccc(C(=S)O*)cc1,eea,ru_d2db856ac3df2517dfd6
dr_d9ef20ae03e227bc8958,111,*Cc1ccc(Nc2ccc(*)s2)cc1,eea,ru_5ee84e77a339323ae501
dr_728c0a4429db8eeb67b9,112,*Cc1ccc(Nc2ccc(*)cc2)cc1,eea,ru_4d959a017a29108e16a7
dr_ef7c33f0c5773bd80d52,113,*Cc1ccc(NC(*)=S)cc1,eea,ru_18d72adba58709de6fa8
dr_e5d4b93268e998efc0c8,114,*Cc1ccc(NO*)cc1,eea,ru_d922a05e19eddf7f1413
dr_14cc1f80af6380c68684,115,*Cc1ccc(Oc2ccc(*)s2)cc1,eea,ru_e0190f04f7ded61ef79e
dr_1523daf3f22a4aeed174,116,*Cc1ccc(OC(*)=S)cc1,eea,ru_30ecef28bb7aeadcb4ba
dr_ff8fba4b3d76ed2f9015,117,*CCc1ccc(-c2ccc(*)s2)s1,eea,ru_59e05d7d6cd6c96a59bc
dr_070f800b966ad9615673,118,*CCc1ccc(C(*)=S)s1,eea,ru_057970608cbc59f5a0e1
dr_b8c7374818a33613bce0,119,*CCc1ccc(O*)s1,eea,ru_be7f75008f55a32357b3
dr_7e0d25f13492696d06f8,120,*CCc1ccc(-c2ccc(*)s2)cc1,eea,ru_ab2a007ff2e737976734
dr_eeba120b16bd375b977c,121,*CCc1ccc(C(*)=S)cc1,eea,ru_346d0c578f7e6fabbd2e
dr_db526049dccc54356cab,122,*CCc1ccc(O*)cc1,eea,ru_78391292fede068e99e4
dr_de334da33fcfd5ad98cc,123,*CCCc1ccc(*)s1,eea,ru_1dbb693fab4fac16dead
dr_8ace8e45f7708bbaade1,124,*CCCc1ccc(*)cc1,eea,ru_eb4695c3485e06310709
dr_07d2b026eda6e4b4d99b,125,*CCCC(*)=O,eea,ru_dbb75cae6f780b2e302c
dr_6804258a394c99714204,126,*CCCC(*)=S,eea,ru_8dd10af913b61f7fc11e
dr_69663ad8bcf3e9139460,127,*CCC(=O)c1ccc(*)s1,eea,ru_db44a6edbbeff560287b
dr_5dc28105cf11cf03bc14,128,*CCC(=O)c1ccc(*)cc1,eea,ru_87139bb622bdfc2176a7
dr_6cb0b37d117dfc9c9295,129,*CCC(=O)C(*)=S,eea,ru_3ddf52c494327d1562a6
dr_a1fcde01fc3b1c2c1d1e,130,*CCC(=S)O*,eea,ru_a679a461598fe58ebbad
dr_eba6b39061ad05859804,131,*CCNc1ccc(*)s1,eea,ru_6e0a5fd273667f1b3e3c
dr_3ca9f9138da237033760,132,*CCNc1ccc(*)cc1,eea,ru_71fea6e3042e3a2cf89a
dr_c81bbe553143c62effd7,133,*CCNC(*)=S,eea,ru_9a09a37754c345ecf62c
dr_fdbaaa5e19ac0d6d2ba9,134,*CCON*,eea,ru_811e65dc2844f2beb49c
dr_b644e1da2fe5e8c3074e,135,*CC(=O)c1ccc(-c2ccc(*)s2)s1,eea,ru_4ce887a145bb5e3c5abd
dr_dcce7d118cdeb18f0232,136,*CC(=O)c1ccc(-c2ccc(*)cc2)s1,eea,ru_ae4fb2485817bc8d382a
dr_7b93e81727bb8e63a9f4,137,*CC(=O)c1ccc(C(*)=O)s1,eea,ru_09995a76862ed97b074f
dr_8683d6809596cc4d52df,138,*CC(=O)c1ccc(C(*)=S)s1,eea,ru_8afbf5ea93bf8fad3465
dr_da2c9c1b45e6a5e8ac64,139,*CC(=O)c1ccc(O*)s1,eea,ru_a1645d6bcf86fe5ac3e9
dr_1ce4034372d0ee8a1ec7,140,*CC(=O)c1ccc(-c2ccc(*)s2)cc1,eea,ru_1dddb78bf064e9da1bc7
dr_810eef8a61053da2738f,141,*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,eea,ru_f90e1fe767d3ba4d86f0
dr_702d70d40897f8fbd907,142,*CC(=O)c1ccc(C(*)=O)cc1,eea,ru_1dc7286b80cab7d29712
dr_240b4acfe5d6384e99a4,143,*CC(=O)c1ccc(C(*)=S)cc1,eea,ru_c9e3ea5de5c0f63b7b18
dr_43997c6f1886ae3132f1,144,*CC(=O)c1ccc(O*)cc1,eea,ru_4234f98cce8650a25ae6
dr_7b72f3efbdd0ecb2f9bf,145,*CC(=O)Cc1ccc(*)s1,eea,ru_886c711ccef5f21691a1
dr_83e3ed322a27cd911439,146,*CC(=O)Cc1ccc(*)cc1,eea,ru_48109afe41341b6d5db9
dr_4d677a1c186088dc6856,147,*CC(=O)CC(*)=O,eea,ru_4dd6944d13a256fdeaa6
dr_716b81e88e615dccde89,148,*CC(=O)CC(*)=S,eea,ru_5bd8803d94c8d4ea5763
dr_fe6be92e430f7d22ac1d,149,*CC(=O)CO*,eea,ru_d611d6d8928cf8bc8fd3
dr_2441acb9f5f9e7c88fff,150,*CC(=O)C(=S)c1ccc(*)s1,eea,ru_7a4e09f4a68b3eff795e
dr_5ea26ff8359ab4e72c13,151,*CC(=O)C(=S)c1ccc(*)cc1,eea,ru_ec7503a73ed3be8a62af
dr_2664b2b941af586f2319,152,*CC(=O)C(=S)C(*)=O,eea,ru_f534236b84e85e116471
dr_4a4367fa0d8c024d12f3,153,*CC(=O)C(=S)O*,eea,ru_e1cfa5213a3964bf2e5e
dr_5e08be2c06071ea50605,154,*CC(=O)Nc1ccc(*)s1,eea,ru_27b5ed4d638bc3fd3b66
dr_b47841f4e6c43348690f,155,*CC(=O)Nc1ccc(*)cc1,eea,ru_ce98d846da565221b3a6
dr_6999023c34b35bafae56,156,*CC(=O)NC(*)=O,eea,ru_5e8b266c032da1460ca0
dr_3a7f00d137218938dc4c,157,*CC(=O)NC(*)=S,eea,ru_8386039e45fc51a60a10
dr_75c3b03b1c0de095f84e,158,*CC(=O)Oc1ccc(*)s1,eea,ru_c5418414c775314b4345
dr_ed33e0a33a33a7ed033a,159,*CC(=O)OC(*)=O,eea,ru_53b01bf95e5da9897fcf
dr_05434329ab800aad05bf,160,*CC(=O)OC(*)=S,eea,ru_0643e4c67694875283ce
dr_9bad4b62757ad80b6f20,161,*CC(=S)c1ccc(C(*)=S)s1,eea,ru_8de97ee42ea7599936b9
dr_ad31a4cdefe00aece3d5,162,*CC(=S)c1ccc(O*)s1,eea,ru_99ebac3c770a6170a380
dr_ef2559d6d389859abe59,163,*CC(=S)c1ccc(C(*)=S)cc1,eea,ru_56c8a29c3a546b5a5e38
dr_e80e247989213ade26f0,164,*CC(=S)c1ccc(N*)cc1,eea,ru_78f8f8737ba573858069
dr_66cf08c68eb65b9f027a,165,*CC(=S)c1ccc(O*)cc1,eea,ru_2e453d641eafbf2bc82b
dr_0deb35838b65f5f453b7,166,*CC(=S)CO*,eea,ru_fdf574adcf7b8ccc5c94
dr_614074ee5ed910c6c66b,167,*CC(=S)C(=O)O*,eea,ru_d6d6b719f1dfaf6eac37
dr_6d0743e1e82917c10b78,168,*CC(=S)NO*,eea,ru_649ffcbe34b865d2ed61
dr_e8c86cc5931399b9ca07,169,*CNc1ccc(-c2ccc(*)cc2)s1,eea,ru_f85c0cd4b7d7c935add1
dr_ad3a25e00870dce998b4,170,*CNc1ccc(C(*)=O)s1,eea,ru_6a0450a01c89602c0cd9
dr_7333db6d47913a2f1fab,171,*CNc1ccc(C(*)=S)s1,eea,ru_3c937d8bb63760fb117f
dr_867603432bf5bfad4008,172,*CNc1ccc(N*)s1,eea,ru_ff1bc9e850836489d190
dr_d4eec4ceb472f9bab995,173,*CNc1ccc(O*)s1,eea,ru_c0fcef093bb6131156de
dr_e971e56d93636c913eaa,174,*CNc1ccc(-c2ccc(*)s2)cc1,eea,ru_c0aa27ed3a7801994d9b
dr_b2e3cec95d4f3ad2a46a,175,*CNc1ccc(N*)cc1,eea,ru_3b91bc9eacdfab04f979
dr_cddc92df1cbda1af425e,176,*CNc1ccc(O*)cc1,eea,ru_bcc1c2c28e36a3e1ba4d
dr_89a0fe499a6a0aa5c7ba,177,*CNCc1ccc(*)s1,eea,ru_f501e35c29c26944f80a
dr_b1953f31222a67224734,178,*CNCc1ccc(*)cc1,eea,ru_f11f26fd00d56bfbcea6
dr_cd5db888e2ccb4ce2afc,179,*CNCC(*)=O,eea,ru_1e75d1b6bcb2dd69bf69
dr_4f8d9683cf928fa32c75,180,*CNCC(*)=S,eea,ru_bca18c4e87b20a9134c7
dr_78e72704806c9b8d7852,181,*CNCN*,eea,ru_16b5491f2b9c5602fe9d
dr_80ba2fe63ee8c1741a9a,182,*CNCO*,eea,ru_79285f7b5dc0089f76d9
dr_6d795939ffc196ecf7ba,183,*CNC(=O)c1ccc(*)s1,eea,ru_88567ce170af6ffe31ca
dr_c837c7744863d1715caa,184,*CNC(=O)C(*)=S,eea,ru_5e60e54cf3a4e729e01e
dr_be9aa46c9c9629179e54,185,*CNC(=S)c1ccc(*)s1,eea,ru_3598ac15e8ef99b9a8fc
dr_4af5014976d1fa355105,186,*CNC(=S)c1ccc(*)cc1,eea,ru_74d31895238afef1f0fa
dr_14368df64a2b5cb0a79c,187,*CNC(=S)C(*)=O,eea,ru_89b6f54c9ccf348fae65
dr_bc3f8542b67bf41af890,188,*CNC(=S)N*,eea,ru_abf77a9dfd2fcd66beb0
dr_5b45d1a400818f39bc36,189,*CNC(=S)O*,eea,ru_081caac4464f14d1f1c4
dr_cdc22dfa03bd22c76c6f,190,*CNOc1ccc(*)s1,eea,ru_8792a266a63dd65d517a
dr_b2731a9b2abb44c23051,191,*CNOc1ccc(*)cc1,eea,ru_c3fa707145d5d1ca9d05
dr_32bc6581c007f2fd371f,192,*CNOC(*)=S,eea,ru_af09538712871e731ac1
dr_f28a0ad72390e53acbdc,193,*CNON*,eea,ru_14a1e51f60d230f242c2
dr_519dac8ba023a95e455b,194,*COc1ccc(-c2ccc(*)cc2)s1,eea,ru_359c01fe55e35ed9d3e5
dr_04a994694dd6c51850f9,195,*COc1ccc(O*)s1,eea,ru_9cba9929262cc2662cc9
dr_1b283c4cf04d9a2d0abf,196,*COc1ccc(O*)cc1,eea,ru_9fc99f355fbbd895eeb7
dr_32a3a00ae85e70251df5,197,*COC(=O)O*,eea,ru_30edc60fa0e09d483a2d
dr_02e9cd5ba8d18296ffd0,198,*COC(=S)O*,eea,ru_92d153aa128016d2f612
dr_55c384601be1dc16dd58,199,*CONC(*)=O,eea,ru_3cbf637e9f941f917a07
dr_a0c11589a0f3f9260c5d,200,*CONO*,eea,ru_fcc2fa2801f1fe590035
dr_2a43ff688811f428549d,201,*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,eea,ru_4f151eec9bbbe5e1292a
dr_a920a57d87af5f22bba6,202,*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,eea,ru_a116ecafc95861daa405
dr_f65385462a399e2ce13a,203,*Oc1ccc(-c2ccc(C(*)=O)s2)s1,eea,ru_cea4535ad9a08919a444
dr_ba90ced854f581ac74b2,204,*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,eea,ru_f7804cb09ea6345170bb
dr_b0a7f475619dbc446086,205,*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)s1,eea,ru_79218297b0fa5b9420c9
dr_8753a4c5243ecb439f45,206,*Oc1ccc(-c2ccc(C(*)=O)s2)cc1,eea,ru_a73082b738dcfbfd6b83
dr_6287719fc5173a1dfe10,207,*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,eea,ru_6e7cf015437e5e0d1ce5
dr_53ea709093c832900377,208,*C(=O)c1ccc(C(=O)C(*)=S)s1,eea,ru_fe10305b25619778df1b
dr_61df3f5a9720939e625c,209,*OC(=O)c1ccc(C(*)=O)s1,eea,ru_79523893d75752562f46
dr_07e54f746c6da232907f,210,*OC(=S)c1ccc(C(*)=O)s1,eea,ru_1d8d1cc6db69dce06f82
dr_e606e7f49aed0ea28b3d,211,*C(=O)c1ccc(Oc2ccc(*)s2)s1,eea,ru_4c827ef007455a174bb8
dr_dac7c098ca74492453e9,212,*C(=O)c1ccc(OC(*)=S)s1,eea,ru_aca7d5289c4273012a28
dr_ae74f8283fb1c30bce86,213,*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,eea,ru_5f7790461ae23de740b7
dr_7153e312bc77df4b361a,214,*Oc1ccc(-c2ccc(C(*)=O)cc2)s1,eea,ru_bf75b80ff29db74a534b
dr_003cac8945ea5db63cf0,215,*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,eea,ru_ff6621c407a51e3226b2
dr_c80e6a58aa26e4ef7606,216,*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)cc1,eea,ru_fcf99694c6c8b24b11c0
dr_f0c3ca983b2ff3b7e1d6,217,*C(=O)c1ccc(C(=O)c2ccc(*)s2)cc1,eea,ru_ea5ba7e89a9a2aca74bd
dr_aff986a3d34fb29480ff,218,*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,eea,ru_2d449f892630b7a34232
dr_fe41af3ef4fa3bf55f74,219,*C(=O)c1ccc(C(=O)C(*)=S)cc1,eea,ru_b60baf2b31f2657f32b3
dr_a6b7a8c38068db0ad786,220,*OC(=S)c1ccc(C(*)=O)cc1,eea,ru_21b8cbea806c65cd51a6
dr_74c3a251d7972b865cd0,221,*C(=O)c1ccc(Oc2ccc(*)s2)cc1,eea,ru_22bf8d6df6267fe82677
dr_6158db79ed75213047ce,222,*C(=O)c1ccc(OC(*)=S)cc1,eea,ru_265caa7d6233308c8c53
dr_732e6ee6336f84400d75,223,*C(=O)Oc1ccc(C(*)=S)s1,eea,ru_6633a52ea40b2f4a43fd
