node_id,node_type,source_id,canonical_name,display_name,properties_json,source_scope,active,created_by,schema_version
kg_datasetrecord_dr_00740ca92be3ffb506af,DatasetRecord,dr_00740ca92be3ffb506af,dr_00740ca92be3ffb506af,dr_00740ca92be3ffb506af,"{""prop"": ""tg"", ""row_index"": ""12136"", ""smiles"": ""*N=P(*)(Oc1ccc(C(C)CC)cc1)Oc1ccc(C(C)CC)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_007776ab897ac97f07d5,DatasetRecord,dr_007776ab897ac97f07d5,dr_007776ab897ac97f07d5,dr_007776ab897ac97f07d5,"{""prop"": ""tg"", ""row_index"": ""11066"", ""smiles"": ""*c1cc(Br)c(-c2c(Br)cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(=O)OCCCCCCCCCCCC)c(C(=O)OCCCCCCCCCCCC)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_007a5f1015814262794b,DatasetRecord,dr_007a5f1015814262794b,dr_007a5f1015814262794b,dr_007a5f1015814262794b,"{""prop"": ""egc"", ""row_index"": ""1060"", ""smiles"": ""*CC(*)C(=O)OC(CC)CC""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_0080f727706bd617c603,DatasetRecord,dr_0080f727706bd617c603,dr_0080f727706bd617c603,dr_0080f727706bd617c603,"{""prop"": ""tg"", ""row_index"": ""6268"", ""smiles"": ""*ON(C(F)(F)C(*)(F)F)C(F)(F)C(F)(F)Br""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00855ac989e303379d07,DatasetRecord,dr_00855ac989e303379d07,dr_00855ac989e303379d07,dr_00855ac989e303379d07,"{""prop"": ""nc"", ""row_index"": ""5272"", ""smiles"": ""*OC(=O)c1ccc(C(*)=O)s1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_0089e60b826657fcb278,DatasetRecord,dr_0089e60b826657fcb278,dr_0089e60b826657fcb278,dr_0089e60b826657fcb278,"{""prop"": ""tg"", ""row_index"": ""9764"", ""smiles"": ""*Oc1ccc(C(*)=O)cc1CCCCC""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_008ef75e5589a73687c5,DatasetRecord,dr_008ef75e5589a73687c5,dr_008ef75e5589a73687c5,dr_008ef75e5589a73687c5,"{""prop"": ""tg"", ""row_index"": ""11556"", ""smiles"": ""*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_0090c0692b49895011ed,DatasetRecord,dr_0090c0692b49895011ed,dr_0090c0692b49895011ed,dr_0090c0692b49895011ed,"{""prop"": ""egb"", ""row_index"": ""730"", ""smiles"": ""*CC(=S)OC(*)=S""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_0092660a642aa84244c2,DatasetRecord,dr_0092660a642aa84244c2,dr_0092660a642aa84244c2,dr_0092660a642aa84244c2,"{""prop"": ""egc"", ""row_index"": ""1266"", ""smiles"": ""*c1ccc(-c2cnc3ccc(Oc4ccc5ncc(*)nc5c4)cc3n2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_0094c93b0b5c66eb0117,DatasetRecord,dr_0094c93b0b5c66eb0117,dr_0094c93b0b5c66eb0117,dr_0094c93b0b5c66eb0117,"{""prop"": ""tg"", ""row_index"": ""10953"", ""smiles"": ""*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(Cc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00a575170bce100d8284,DatasetRecord,dr_00a575170bce100d8284,dr_00a575170bce100d8284,dr_00a575170bce100d8284,"{""prop"": ""egc"", ""row_index"": ""3847"", ""smiles"": ""*C(=S)OC(=S)c1ccc(*)s1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00a7b09de41d02f6e060,DatasetRecord,dr_00a7b09de41d02f6e060,dr_00a7b09de41d02f6e060,dr_00a7b09de41d02f6e060,"{""prop"": ""tg"", ""row_index"": ""5667"", ""smiles"": ""*C(F)C(*)(F)OC(F)(F)F""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00ab49fdbe4ea60f1fb3,DatasetRecord,dr_00ab49fdbe4ea60f1fb3,dr_00ab49fdbe4ea60f1fb3,dr_00ab49fdbe4ea60f1fb3,"{""prop"": ""tg"", ""row_index"": ""10250"", ""smiles"": ""*CCCCCCN(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N(*)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00addb8b6928670b3f3b,DatasetRecord,dr_00addb8b6928670b3f3b,dr_00addb8b6928670b3f3b,dr_00addb8b6928670b3f3b,"{""prop"": ""eps"", ""row_index"": ""4963"", ""smiles"": ""*NC(=S)c1ccc(O*)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00b13d4f8212c0ab5369,DatasetRecord,dr_00b13d4f8212c0ab5369,dr_00b13d4f8212c0ab5369,dr_00b13d4f8212c0ab5369,"{""prop"": ""tg"", ""row_index"": ""7674"", ""smiles"": ""*CC(*)c1cc(-c2ccc(C(=O)OC(C)CCCCCC)cc2)ccc1-c1ccc(C(=O)OC(C)CCCCCC)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00b624b44b8e38e5711a,DatasetRecord,dr_00b624b44b8e38e5711a,dr_00b624b44b8e38e5711a,dr_00b624b44b8e38e5711a,"{""prop"": ""eat"", ""row_index"": ""13319"", ""smiles"": ""*NC(=S)NC(C=C1)=CC=C1CC(C=C2)=CC=C2*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00bc4a841b034123b204,DatasetRecord,dr_00bc4a841b034123b204,dr_00bc4a841b034123b204,dr_00bc4a841b034123b204,"{""prop"": ""egc"", ""row_index"": ""1448"", ""smiles"": ""*CCCCCCCCCCOC(=O)CCCCCCC(=O)O*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00cb3f03e7db964c3db3,DatasetRecord,dr_00cb3f03e7db964c3db3,dr_00cb3f03e7db964c3db3,dr_00cb3f03e7db964c3db3,"{""prop"": ""tg"", ""row_index"": ""11657"", ""smiles"": ""*c1ccc(Sc2cc3c(cc2Sc2ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc2)C(=O)N(c2ccc(CC)cc2)C3=O)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00cbe364579d1bab1966,DatasetRecord,dr_00cbe364579d1bab1966,dr_00cbe364579d1bab1966,dr_00cbe364579d1bab1966,"{""prop"": ""egc"", ""row_index"": ""1894"", ""smiles"": ""*CCCCCNC(=O)O*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00cfb0e43489d6673c1d,DatasetRecord,dr_00cfb0e43489d6673c1d,dr_00cfb0e43489d6673c1d,dr_00cfb0e43489d6673c1d,"{""prop"": ""egc"", ""row_index"": ""2830"", ""smiles"": ""*c1cc2c(s1)-c1sc(*)cc1C2=O""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00d085a2dd342fa59b99,DatasetRecord,dr_00d085a2dd342fa59b99,dr_00d085a2dd342fa59b99,dr_00d085a2dd342fa59b99,"{""prop"": ""ei"", ""row_index"": ""4362"", ""smiles"": ""*C(=S)Oc1ccc(-c2ccc(*)s2)s1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00d808cf8bd2cdc80267,DatasetRecord,dr_00d808cf8bd2cdc80267,dr_00d808cf8bd2cdc80267,dr_00d808cf8bd2cdc80267,"{""prop"": ""eps"", ""row_index"": ""4774"", ""smiles"": ""*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00dc45911ad5ebc1e503,DatasetRecord,dr_00dc45911ad5ebc1e503,dr_00dc45911ad5ebc1e503,dr_00dc45911ad5ebc1e503,"{""prop"": ""egc"", ""row_index"": ""3258"", ""smiles"": ""*Nc1ccc(NC(=O)C=CC(*)=O)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00dfd9ba913aa326164c,DatasetRecord,dr_00dfd9ba913aa326164c,dr_00dfd9ba913aa326164c,dr_00dfd9ba913aa326164c,"{""prop"": ""tg"", ""row_index"": ""11517"", ""smiles"": ""*C(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(/N=N/c5ccc(C)cc5)c(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)c(C)c2)cc1C""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00e1ca22a7c6e37dfc4e,DatasetRecord,dr_00e1ca22a7c6e37dfc4e,dr_00e1ca22a7c6e37dfc4e,dr_00e1ca22a7c6e37dfc4e,"{""prop"": ""xc"", ""row_index"": ""12729"", ""smiles"": ""*CCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00e6387acc731c3c67e4,DatasetRecord,dr_00e6387acc731c3c67e4,dr_00e6387acc731c3c67e4,dr_00e6387acc731c3c67e4,"{""prop"": ""xc"", ""row_index"": ""12624"", ""smiles"": ""*CCC(F)(F)C(*)(F)F""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00e78273a5f597a32491,DatasetRecord,dr_00e78273a5f597a32491,dr_00e78273a5f597a32491,dr_00e78273a5f597a32491,"{""prop"": ""tg"", ""row_index"": ""5971"", ""smiles"": ""*CC(*)C(=O)OC1CCCCCCCCCCC1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00e7a5d883443a2d8265,DatasetRecord,dr_00e7a5d883443a2d8265,dr_00e7a5d883443a2d8265,dr_00e7a5d883443a2d8265,"{""prop"": ""egc"", ""row_index"": ""3139"", ""smiles"": ""*NC(CCC(*)=O)C(=O)OC""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00efb22eb1e8e2982673,DatasetRecord,dr_00efb22eb1e8e2982673,dr_00efb22eb1e8e2982673,dr_00efb22eb1e8e2982673,"{""prop"": ""tg"", ""row_index"": ""10555"", ""smiles"": ""*c1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00f9449b44a6419e89c4,DatasetRecord,dr_00f9449b44a6419e89c4,dr_00f9449b44a6419e89c4,dr_00f9449b44a6419e89c4,"{""prop"": ""tg"", ""row_index"": ""9649"", ""smiles"": ""*c1cc(CCCCCCOC(=O)COC)c(*)s1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_00fecb7275f39299e72d,DatasetRecord,dr_00fecb7275f39299e72d,dr_00fecb7275f39299e72d,dr_00fecb7275f39299e72d,"{""prop"": ""tg"", ""row_index"": ""11563"", ""smiles"": ""*C(=O)OCCN(CCOC(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_010ad21389ae8fc5adc8,DatasetRecord,dr_010ad21389ae8fc5adc8,dr_010ad21389ae8fc5adc8,dr_010ad21389ae8fc5adc8,"{""prop"": ""egc"", ""row_index"": ""2731"", ""smiles"": ""*C#Cc1c(F)c(F)c(C#Cc2cc(CCCCCC)c(*)s2)c(F)c1F""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_010b299ac54efa7c2044,DatasetRecord,dr_010b299ac54efa7c2044,dr_010b299ac54efa7c2044,dr_010b299ac54efa7c2044,"{""prop"": ""egc"", ""row_index"": ""4178"", ""smiles"": ""*Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(*)cc4)cc3)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_0113632823ab000bbe10,DatasetRecord,dr_0113632823ab000bbe10,dr_0113632823ab000bbe10,dr_0113632823ab000bbe10,"{""prop"": ""tg"", ""row_index"": ""9907"", ""smiles"": ""*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)C(=O)OC(C)C)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_01195a9a0f67de50edaf,DatasetRecord,dr_01195a9a0f67de50edaf,dr_01195a9a0f67de50edaf,dr_01195a9a0f67de50edaf,"{""prop"": ""eps"", ""row_index"": ""5048"", ""smiles"": ""*NC(=O)NC(=O)c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)s1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_011a5e24a8dc85543bba,DatasetRecord,dr_011a5e24a8dc85543bba,dr_011a5e24a8dc85543bba,dr_011a5e24a8dc85543bba,"{""prop"": ""egc"", ""row_index"": ""3431"", ""smiles"": ""*c1cc(C(=O)NCCCC)cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_0125fa6cf46db5a7191e,DatasetRecord,dr_0125fa6cf46db5a7191e,dr_0125fa6cf46db5a7191e,dr_0125fa6cf46db5a7191e,"{""prop"": ""tg"", ""row_index"": ""12578"", ""smiles"": ""*CC(*)(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_0126f1af6832959c15c6,DatasetRecord,dr_0126f1af6832959c15c6,dr_0126f1af6832959c15c6,dr_0126f1af6832959c15c6,"{""prop"": ""tg"", ""row_index"": ""8738"", ""smiles"": ""*CCCCCCOC(=O)OCCCCCCCCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_01272893a7badd875978,DatasetRecord,dr_01272893a7badd875978,dr_01272893a7badd875978,dr_01272893a7badd875978,"{""prop"": ""egc"", ""row_index"": ""3742"", ""smiles"": ""*CCN(*)C(=O)c1cc(F)ccc1F""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_012d6515f2722a7ac216,DatasetRecord,dr_012d6515f2722a7ac216,dr_012d6515f2722a7ac216,dr_012d6515f2722a7ac216,"{""prop"": ""tg"", ""row_index"": ""7407"", ""smiles"": ""*c1ccc(-c2ccc(-c3nc4ccc(-c5ccc6nc(*)c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_012ec43c71c7012fc0ed,DatasetRecord,dr_012ec43c71c7012fc0ed,dr_012ec43c71c7012fc0ed,dr_012ec43c71c7012fc0ed,"{""prop"": ""egc"", ""row_index"": ""2806"", ""smiles"": ""*C=Cc1ccc(*)c2sccc12""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_012ed8aa6e186d3ac6de,DatasetRecord,dr_012ed8aa6e186d3ac6de,dr_012ed8aa6e186d3ac6de,dr_012ed8aa6e186d3ac6de,"{""prop"": ""tg"", ""row_index"": ""9786"", ""smiles"": ""*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(C(C)(C)c3ccccc3)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_0135142ca0128b06bdcc,DatasetRecord,dr_0135142ca0128b06bdcc,dr_0135142ca0128b06bdcc,dr_0135142ca0128b06bdcc,"{""prop"": ""egc"", ""row_index"": ""1920"", ""smiles"": ""*C(=O)OCC1CC1COC(=O)N1CCN(*)CC1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_0135ccf75d7aaee7c249,DatasetRecord,dr_0135ccf75d7aaee7c249,dr_0135ccf75d7aaee7c249,dr_0135ccf75d7aaee7c249,"{""prop"": ""eps"", ""row_index"": ""4953"", ""smiles"": ""*NC(=O)Nc1ccc(*)s1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_013da8c46bf68b21a048,DatasetRecord,dr_013da8c46bf68b21a048,dr_013da8c46bf68b21a048,dr_013da8c46bf68b21a048,"{""prop"": ""tg"", ""row_index"": ""5742"", ""smiles"": ""*CC(*)CNc1ccc([N+](=O)[O-])cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_01423ad1975930a1e9e2,DatasetRecord,dr_01423ad1975930a1e9e2,dr_01423ad1975930a1e9e2,dr_01423ad1975930a1e9e2,"{""prop"": ""tg"", ""row_index"": ""9204"", ""smiles"": ""*CCCCCCCCOc1ccc(C(c2ccc(O*)cc2)(C(F)(F)F)C(F)(F)F)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_0143e8695d188691145d,DatasetRecord,dr_0143e8695d188691145d,dr_0143e8695d188691145d,dr_0143e8695d188691145d,"{""prop"": ""nc"", ""row_index"": ""5374"", ""smiles"": ""*Oc1ccc(C(=O)c2ccc(C(=O)NOC(*)=O)s2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_014865ce36c580b471e1,DatasetRecord,dr_014865ce36c580b471e1,dr_014865ce36c580b471e1,dr_014865ce36c580b471e1,"{""prop"": ""tg"", ""row_index"": ""8082"", ""smiles"": ""*CC(*)(CC(=O)OCCCl)C(=O)OCCCl""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_014d8326d419ccb6abbe,DatasetRecord,dr_014d8326d419ccb6abbe,dr_014d8326d419ccb6abbe,dr_014d8326d419ccb6abbe,"{""prop"": ""egb"", ""row_index"": ""654"", ""smiles"": ""*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_01506f2ef39ec2fba1c2,DatasetRecord,dr_01506f2ef39ec2fba1c2,dr_01506f2ef39ec2fba1c2,dr_01506f2ef39ec2fba1c2,"{""prop"": ""egc"", ""row_index"": ""3990"", ""smiles"": ""*CNC(=S)O*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_01533f3739b4f5a6f7a0,DatasetRecord,dr_01533f3739b4f5a6f7a0,dr_01533f3739b4f5a6f7a0,dr_01533f3739b4f5a6f7a0,"{""prop"": ""tg"", ""row_index"": ""11198"", ""smiles"": ""*c1cccc(OCCCOc2cccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_0154710a3294337caafc,DatasetRecord,dr_0154710a3294337caafc,dr_0154710a3294337caafc,dr_0154710a3294337caafc,"{""prop"": ""nc"", ""row_index"": ""5242"", ""smiles"": ""*CNCC(*)=O""}",dataset,true,deterministic,2.0
